# 【完全版・マーフィーの法則】永久保存版 ～潜在意識と成功・お金・健康・幸せ～
- [Youtube](https://www.youtube.com/watch?v=QYP-iNf4VJc&t=13s)
- [Youtube](https://www.youtube.com/watch?v=puUOk2wZTcU)

  - RADIO引き寄せ	チャンネル登録者数 9360人
　　88:30	されません。

　　88:32	第７に、
　　88:34	あなたがいかに健康であっても、催眠暗示によってあなたを従業人にすることができます。
　　88:41	このことからも、あなたの潜在意識の力を知ることができるでしょう。

　　88:47	第８に、
　　88:49	治癒作用が働くのは、
　　88:51	信念があるからです。
　　88:53	そして、治癒力は潜在意識の一つの力です。

　　88:59	第９に、
　　89:01	潜在意識というのは、
　　89:03	信じる心だけに反応するのです。
　　89:06	ですから、たとえ進行する対象が本物でなくても、あなたの信念に従えばそれでいいのです。



　　89:15	セクション５。精神的療法
　　89:17	つまり願いによって、
　　89:19	心や体の病を癒す方法ですが、これからそのことについてお話ししていきましょう。
　　89:25	人は誰でも健康やよい人間関係を作ることを望んでいます。
　　89:30	では人間関係を良くするとか、病気を治すといった力は、どこから来るのでしょう。
　　89:36	それは潜在意識の中から発しています。
　　89:39	ですから心の持ち方一つでどんな病気も治せるものなのです。
　　89:45	現在、
　　89:46	心理学者や精神科医、外科医、内科医、整体科医などあらゆる分野の治療専門家がいますね。
　　89:54	しかし、あくまでも彼らは本来私たちの持つ注力を解放し、
　　90:00	促すことを手助けしているにすぎません。
　　90:03	心理学者や精神科医が心の障害を取り除き、
　　90:08	患者の健康を取り戻す手助けをしたり、また、外科医や内海が肉タイム障害を取り除いて、
　　90:14	回復の活性化を促したりといったすべての医療活動は、あくまでも私たちのを持つ治癒力
　　90:22	の手助けをしているに過ぎません。
　　90:23	いいのです？
　　90:25	あなたの心や体の病気を治すものは唯一、
　　90:29	潜在意識の治癒力なのです。
　　90:32	あなたが、何かな宗教団体に入っていようと無神論者であろうと、
　　90:37	どの国に生まれ育った人であろうと、万人に平等にその力は与えられています。
　　90:44	あなた自身を見つめてください。
　　90:47	心を鎮め、リラックスした状態で、自分の中の無限の力を信じ、
　　90:52	今、自分は何を求めているのかを問いかけてみます。
　　90:57	それが、健康であれば、「健康がほしい」と強く念じてみるのです。
　　91:03	そうすると、心が解放されていきます。
　　91:07	心が解放されれば、あなたの願いは潜在意識に受け入れられやすくなります。
　　91:13	次に、潜在意識が受け入れたあなたの願いは、あなたの肉体上の変化となって現れてきます。
　　91:20	
　　91:21	もっともあなたの願望実現化しやすい方法は、
　　91:25	あなたの望むことを具体的に頭に思い浮かべてみることです。
　　91:30	そして、すでに現実のものになったのだと感じることです。
　　91:31	
　　91:35	あなたが欲しいと思ったものは必ず手に入るのですから、
　　91:39	あなたが頭に描いたことは遅かれ早かれ、現実としてあなたの目の前に現れていきます。
　　91:42	
　　91:46	今お話ししてきたことが、現代の精神科学者による精神的療法の基礎的なスタンスです。



　　91:55	自然界の原理と信念
　　91:59	動物や植物、海や山など、
　　92:01	
　　92:03	生命あるものには全て治癒力が働いています。
　　92:06	これは自然界の原理で、本能として万物が生まれながらにして持っている力です。
　　92:12	ですから、この自然界の原理を知り、
　　92:15	コントロールすることで、私たち人類は自分たちの幸福のために役立たせることができます。
　　92:21	
　　92:22	ただし、その力を利用する手段や方法は色々ありますが、
　　92:27	治癒作用を促すものはただ一つだけです。	★
　　92:31	それがいわゆる信念です。		★
　　92:35	信念が作り出すもの
　　92:37	[音楽]
　　92:39	生命の法則とは信念を持つということから始まります。
　　92:43	そして、その信念はいろいろなものを形作っていきます。
　　92:49	宗教を例にとれば、世界中にありとあらゆる種類の宗教や宗派がありますが、
　　92:55	この様々な宗教もそれぞれの信念の表れなのです。
　　93:01	あなたは自分自身についてその信念を通してどのように考えていますか？
　　93:06	信念
　　93:07	つまり、
　　93:09	あなたが常に意識的にも無意識的にも心に描く考えのことですが、
　　93:15	信念によって潜在意識が反応してあなたの生活にその反応の結果を表していきます。
　　93:22	あなたにとってマイナスになる事や、害を及ぼすことは信じないでください。
　　93:27	なぜなら、
　　93:28	あなたの心の持ち方一つで良い結果も悪い結果も売り出すからです。
　　93:35	あなたの考えがあなたの人生を作っているのだ。というこの疑いのない事実に一刻も早く
　　93:42	気づいてください。


　　93:45	あなたと潜在意識の一体化が奇跡を生む
　　93:51	願望による療法は、
　　93:53	精神療法または、
　　93:55	科学的祈念とも呼ばれています。これは顕在意識と潜在意識を同時に働かせ目的を達成さ
　　94:03	せる方法です。
　　94:04	ですから、
　　94:05	それを行うとき、目的や理由を認識しておく必要があります。
　　94:11	例えば、
　　94:13	あなたが経験してみたいことやあなたの望みを具体的に心に描きます。
　　94:19	心に描いた通りのことを手に入れることができたとき、あなたは自分の力を悟ることでしょう。
　　94:24	
　　94:25	そして、そのテクニックを覚え、磨いていくことであなたの願いは忠実に叶えられていきます。
　　94:32	
　　94:33	あなたが何らかの混乱や病気に出くわしたら、その原因はあなたの中の不安や恐怖などの
　　94:40	ネガティブな感情が引き起こしているのだと考えて間違いありません。
　　94:45	ですから、
　　94:46	そういう考えをすべて取り除けば、必ず完治するでしょう。
　　94:52	あなたの持つ治癒力は、いつもあなたを良い状態にしようと働いていますから、
　　94:57	あなたがその力を信じていさえすれば必ず
　　95:00	癒されるはずです。
　　95:02	あなたの中に潜む無限の知識と力を認め、
　　95:06	信じることができたなら、あなたを襲う恐怖や不安は自然に解消されていきます。
　　95:13	では、
　　95:14	その不思議な力を持つものは一体何かというと、それこそが、あなたの中の潜在意識なのです。
　　95:22	
　　95:23	潜在意識は本来のあなたであり、
　　95:26	あなたを支配するすべてです。
　　95:29	その潜在意識が、
　　95:30	あなたに不利益なことを与えるわけがありません。
　　95:34	常に、あなたの望みを叶えようとするはずです。
　　95:38	その事をあなたの顕在意識で認識することが肝心です。	★
　　95:44	あなたが潜在意識の中の無限の叡智の存在を認めなければ、永遠にその自分の力を
　　95:51	知ることができません。
　　95:52	なぜなら、自分自身を指定していることになるのですから。
　　95:57	いいですか？
　　95:58	あなたはいつも自分の中の調和を保っていなくてはいけません。	★
　　96:04	そうすればあなたの注力はどんどん強化されていくでしょう。



　　96:09	信仰療法方の実態
　　96:12	時々、信仰によって病気が癒されたという話を耳にしますが、
　　96:17	この場合の信仰と私のいう信仰とは少し違います。
　　96:22	それは、
　　96:23	病人の勝手な思い込みだけで結果を生んでいるのです。
　　96:27	宇宙の法則を踏まえての信仰ではないからです。
　　96:31	例えば voodoo 族では病人を呪文で治すことがあるようです。
　　96:37	また、聖水を飲むことで癒やされる人もいます。
　　96:40	従って、その信者たちはブードゥー経の呪文で病気が治ったからこの宗教就業こそが正しいとか、
　　96:47	聖水を飲んで癒されたからその水に神の力が宿っているというような自分勝手な理屈を
　　96:54	作って、それを正しいものと主張します。
　　96:57	
　　96:57	ところが、
　　96:58	あなたに理解していただきたいことは、
　　97:01	どれが正しいとかの問題ではなく、どんなものでも信じさえすれば治癒力は働くという
　　97:08	ことなのです。
　　97:08	[音楽]
　　97:10	スイスの医者、メスメルについては前にも述べましたが、
　　97:14	彼は磁石で病人の体を撫で病気を治したんだと主張しました。
　　97:19	次に彼は、動物磁気理論を発表し、彼自身から患者に伝える時期の流れに患者を治す力が
　　97:27	あるのだと言いました。それを聞いた多くの人は彼のもとへ押しかけ、
　　97:32	治療を受け、そして奇跡に遭遇したのです。
　　97:35	その後彼は、パリに渡り、ベンジャミンフランクリンなどの科学委員会委員で構成される
　　97:41	委員会の調査を受けることになりました。
　　97:44	もちろん、メスメルの施した治療についての詳しい実態調査だったわけですが、
　　97:50	その報告書によるとメスメルの主張した
　　97:53	主要な事実を認めてはいるものの、
　　97:55	
　　97:56	磁気流動体節の正当性を証拠立てるものは何もなかったようです。
　　98:02	では患者に起きた奇跡的な治癒効果とは一体何だったのでしょうか？
　　98:08	委員会は患者の想像力とメスメルの治療法に対する信仰心からだと報告しています。
　　98:15	メスメルの死後、マンチェスターのブレード博士により、
　　98:20	磁気流動体の正体が明らかにされました。
　　98:23	それは一種の催眠療法であるということです。
　　98:27	患者は催眠状態にすることで、メスメルが施した奇跡的な治療の様々を、
　　98:34	磁気を使わずに見ることができたからです。
　　98:37	この時、患者の活発な想像力、つまり
　　98:41	「治りたい。これで治るはずだ。」という顕在意識と注力を持つ潜在意識の相乗効果が作用して
　　98:49	奇跡が起きたのです。
　　98:52	メスメル自身も患者も宇宙の法則や自分の持つ無限の力によるものだとは気づいてい
　　98:59	なかったでしょうから、
　　99:00	これは妄信と言っていいかも知れません。
　　99:04	妄信というものは実にこれほどの力を持っているものなんです。



　　99:10	潜在意識の力の引き出し方
　　99:14	潜在意識は、
　　99:15	他からの暗示や顕在意識によって支配されると、前にもお話ししましたがそのことをもう
　　99:21	一度思い出してください。
　　99:23	第三者からの情報でも自分自身の考えでも、とにかく信じていると思えば潜在意識はその
　　99:31	信じている事柄を実現させようと働きます。
　　99:35	心理療法では、潜在意識の力を引き出し、
　　99:39	その力で、治療させようとしますから、顕在意識のネガティブな考えが薄れてくると、その力
　　99:47	はますます大きく発揮されるようになります。
　　99:50	もちろん、潜在意識と顕在意識の信念が一致することに越した事は
　　99:55	ありませんが、
　　99:56	眠りに入る前のウトウトととした状態、すなわち
　　100:01	心と体が一番リラックスした時、
　　100:04	大いに効果があります。わかりやすい例を一つあげてみましょう。
　　100:09	私は
　　100:10	初めて精神療法を受けた人から、このような質問を受けたことがあります。
　　100:16	精神治療医のその先生は、
　　100:19	「この世に病気などというものは存在しないのだ。」と言っていました。
　　100:23	始め私は科学者のくせになんと馬鹿げたことを言うのだろうと思っていました。
　　100:29	それが、
　　100:30	だんだん彼の言葉を素直に受け入れるようになってからというもの、
　　100:35	不思議なことに私の病気はいつの間にか治ってしまっていたのです。
　　100:40	いったい何があったというのでしょう？
　　100:43	つまりこの人は、
　　100:45	初めのうちは治療医の言葉やその成果を信じていなかったわけです。
　　100:50	ところが、医者によって催眠状態にされたため、この人の心も体も非常にリラックスした
　　100:58	状態になったんですね。
　　101:00	そこで、
　　101:02	解放された心は治療医の言葉を素直に受けいれ、
　　101:06	それが潜在意識に届いたというわけです。
　　101:11	潜在意識に届いた暗示は直ちに実現されようとしますから、
　　101:15	この人の病気が治ったのも、
　　101:18	なんの不思議もないことなのです。
　　101:20	[音楽]




　　101:21	潜在意識は物理的条件に左右されない
　　101:26	もしあなたが何かの都合で海外にいたとしましょう。
　　101:30	ここで、あなたのお母さんが病気になったと知らされたらどうします？
　　101:35	すぐにも飛んで帰って見舞いたいと思うところしょうが、もしそれができない状態だったとしたら？
　　101:41	ここで、宇宙の法則に物理的問題など通用しないということをお話ししておきましょう。
　　101:49	私はここまで、「潜在意識の力をコントロールできれば、不可能なことのなどない」と言ってきました。
　　101:55	ですから、
　　101:57	あなたの潜在意識はあなたのお母さんの潜在意識に働きかけることもできるんです。
　　102:04	宇宙の法則は、
　　102:05	一つの原点から発しています。
　　102:08	あなたの力も、あなたのお母さんの力もその原点へとつながっているのです。
　　102:14	ですから、
　　102:15	あなたがその力を信じ、
　　102:18	あなたの思うことを念じるなら、それはあなたのお母さんを通して作用するでしょう。
　　102:23	宇宙の法則には時間も距離も空間もありません。
　　102:29	こんな実例があります。
　　102:31	冠状動脈血栓症になった
　　102:34	ニューヨークの母のために、ロサンゼルスに住む娘がラジオ番組を通して願望の入力をすると、
　　102:41	その願望が叶えられたという話です。
　　102:45	彼女の願望の入力は次のようなものでした。
　　102:49	今の母の状態は、
　　102:51	彼女の日頃の考え方が現実となって反映されたものです。
　　102:56	それは母の考えが、映画のフィルムで母の現在の状態がそれを表すスクリーンだと言えるでしょう。
　　103:03	
　　103:04	母の状態を変えるためには、そのフィルムを変えるしかありません。
　　103:09	そのためには、
　　103:10	期待と夢と完全が健康を投影するフィルムが必要です。
　　103:15	[音楽]
　　103:17	私の祈る心が、その新しいフィルムです。
　　103:21	ですから、私はこのフィルムを母に贈ります。
　　103:25	母という映写機を通して、その映像がスクリーンに再現されることは信じます。
　　103:31	私の中の大いなる自己が、母の多いなど自己に伝え、それを受け入れることを私は知っています。
　　103:38	
　　103:40	彼女はこれを何度も繰り返しました。
　　103:43	するとやがて、彼女の母に明らかな変化が起きてきました。
　　103:47	母親の担当医たちはその奇跡的な回復に驚いたそうです。
　　103:52	宇宙の法則は実に神秘的で不可思議です。
　　103:58	宇宙の一部である私達、
　　104:00	内なるスピリットに従っています。
　　104:03	そして、
　　104:04	その不思議な力を誰もが持っています。
　　104:07	ただそれに気が付かず、使いこなせない人たちがほとんどというだけで、何も彼女は特別
　　104:13	だったわけでも、彼女の母の回復が偶然だったわけでもないのです。
　　104:18	[音楽]



　　104:21	眠りながらも無駄なく潜在意識を使う
　　104:27	私の友人が肺結核と診断されたときのことです。
　　104:32	彼は心理学者でした。
　　104:34	医者の診断後、自ら精神療法にトライしてみたのです。
　　104:39	彼は眠りにつく前には欠かさず
　　104:42	こう唱えました。
　　104:44	「私の内なる治癒力が今、
　　104:48	私の肺を完全に健康な元の状態へと戻しつつあります。
　　104:53	私の肉体を完全にするのは私自身だからです。」
　　104:58	そして約1ヶ月後、
　　105:00	病院での x 線検査や分析試験の結果、肺結核の症状はきれいに消えていたということです。
　　105:07	
　　105:08	私は彼になぜ眠る前にその自己暗示を行っていたのかを尋ねてみました。
　　105:14	すると彼は、
　　105:16	「潜在意識の活動は眠っている間も行われているので、眠る前に仕事を与えてやると無駄
　　105:23	なく早く結果を得られるのだ」と教えてくれました。
　　105:27	それから、彼は完治するまで、決して自分の病気についての話題を出すことはありませんでした。
　　105:33	
　　105:35	あなたが、
　　105:36	もし病気になってしまったら、
　　105:39	病気のことを口にするのはやめてください。
　　105:41	なぜなら、
　　105:43	あなたの生命の敵は、病気を気にしたり、恐れたりするというそのこと自体だからです。
　　105:50	あなたが常に苦痛や不快感を口にしていると、潜在意識の活動、つまり
　　105:56	治癒力の活動を妨げることになってしまいます。
　　105:59	最悪の場合、あなたの顕在意識が訴える通り、
　　106:04	症状がどんどん悪化していき、完全に治癒力をなくしてしまう結果になりかねません。
　　106:11	[音楽]



　　106:13	セッション５のまとめ
　　106:16	第１に、
　　106:18	あなたの心や体を癒すのは、
　　106:20	潜在意識の力であることを悟ってください。

　　106:24	第２に、
　　106:26	あなたの願望や、欲求を具体的に心に描いてください。	★

　　106:31	第３に、
　　106:33	あなたの目的を心に描いたとき、
　　106:36	それはすぐに現実になったものを認識してください。
　　106:40	結果を得る近道です。

　　106:43	第４に、
　　106:45	あなたの信念をはっきりさせ、
　　106:48	常に迷わず、
　　106:50	心に持ち続けることが肝心です。

　　106:54	第５に、
　　106:55	病気や自分を害するものを受け入れたり、
　　106:58	恐れてはいけません。
　　107:00	あなたには、
　　107:02	それらを癒す力があるのだから、
　　107:04	自分の治癒力を信じ、
　　107:07	完全な健康や平和を願うことです。
　　107:09	[音楽]

　　107:11	第６に、
　　107:12	あなたが習慣的に抱いている考えは、必ず反映されます。

　　107:18	第７に、
　　107:20	精神療法や
　　107:22	科学的祈念と呼ばれている治療法
　　107:25	日常生活に活用すると良いでしょう。
　　107:28	病気だけに限らず、
　　107:30	あらゆる面で、あなたの思い描く結果が得られるはずです。

　　107:36	第８に、
　　107:38	治癒力が欲しい、
　　107:40	顕在意識と潜在意識に働きかけるようにすることです。
　　107:45	あなたの信念が、その両意識に到達した時、完全な治癒力を手にすることができます。

　　107:53	第９に、
　　107:55	宇宙の法則や、自分自身の力についての知識がなくても、
　　108:00	何かを熱心進行すれば結果的に
　　108:05	知恵を得ることがあります。
　　108:07	それが妄信です。

　　108:10	第１０に、
　　108:12	愛する人が病気で、その人を救いたいと思うなら、
　　108:16	心を落ち着かせ、気持ちを込めながら、
　　108:20	健康・希望・夢などについて、
　　108:23	強く祈ってください。
　　108:25	あなたの中の潜在意識を
　　108:28	その人の潜在意識に力を与えるはずです。




　　108:34	セクション６。願望を叶えるテクニックについてお話ししていきましょう。
　　108:38	例えば大きな川に橋を架けるプロジェクトがあるとしましょう。
　　108:42	その時必要となってくるものはといえば、あらゆる事前の調査、
　　108:47	そして技術者、建造資材、それに最も重要なのが
　　108:51	施工技術ですね。
　　108:53	あなたが願望を実現したいと思った場合にも、当然それらの要素が必要になってきます。
　　108:58	今仮に、
　　109:00	あなたの望んでいることがすぐ実現することがあったとしても、それは偶然なんかではありません。
　　109:05	
　　109:06	人はよく偶然という言葉を使いますが、必ず一つ一つに理由や原因があり、宇宙の法則と
　　109:13	秩序に従ってあなたの前に現れているものなのです。
　　109:18	あなたの望みを叶えるための技術者があなた自身で、その技術や方法というのが願望の
　　109:25	入力のテクニックということになります。
　　109:27	ただし、この場合願望の入力という表現を用いても、宗教儀式で夕礼拝とは意味が違います。
　　109:36	潜在意識に送り込む暗示と同じものだと考えてください。
　　109:41	あなたが達成したいと思っていることを明確にするということです。	★
　　109:46	あなたが生まれてきたことも、やはり偶然ではありません。
　　109:50	あなたはこの世で何かを成し遂げるために、
　　109:54	または、ある目的を達成するために、あなたの中の無限の叡智が決意して生まれてきたわけです。
　　110:01	
　　110:02	ですから、その目的を達成するためにも、あなたは自分の人生を、あなた自身の手で
　　110:08	作り上げる優秀な技術者となることが大切なのです。
　　110:13	[音楽]



　　110:15	テクニックとは単純で簡単なもの
　　110:19	あなたの中には無限の叡智と力があることを忘れないでください。
　　110:24	そしてその力は、あなたの心と体がリラックスした状態にあるとき、
　　110:29	もっとも効果を表してくれます。
　　110:32	こんな例があります。
　　110:34	ひどい咳が続いて苦しんでいる少女が、こう自分に言い聞かせました。
　　110:39	もうすぐ咳は止まって楽になる。ほら
　　110:43	少しずつ治まってきている。
　　110:45	咳が出たその子は自分に強くそう言い聞かせていました。すると、
　　110:50	その通り、咳は少しずつ収まり、一時間後には完全に治ったということです。
　　110:56	テクニックとは、実にこのように単純で簡単なものです。
　　111:01	何も難しく大げさに考える必要などはありません。
　　111:04	[音楽]


　　111:06	建築家のテクニック
　　111:08	あなたが自分の家を持てることになったと仮定しましょう。
　　111:13	その上、予算など一切気にすることなく、デザインも材料もすべてあなたが選ぶことができます。
　　111:18	と言われたらあなたはどんな家を建てますか？
　　111:22	きっと最高の材料を選び、デザインも色もすべてあなた好みにして、理想の家を建てるはずですね。
　　111:28	
　　111:29	あなたの人生も同じことです。
　　111:31	あなたが心に持つ建築材料と設計図によって、あなたの人生が築かれていくのです。
　　111:38	あなたの心が恐怖や不安、疑心、憎悪などに満ちていたなら、そんなもので築かれた人生は
　　111:45	なんと無力、不健康なものになることでしょう。
　　111:48	あなたは毎分毎秒休むことなく人生を築き上げています。そして、心に思うこと想像して
　　111:57	いることを設計図として組み立てているのです。
　　112:01	ですから、
　　112:02	平和と健康と愛に満ちた材料を駆使し、ポジティブ
　　112:07	積極的な考えであなたの希望と夢を設計し、あなたの人生を構築していってください。
　　112:14	聖書に、今お話ししたことにふさわしい言葉があります。
　　112:19	ご紹介しましょう。
　　112:21	「求めることです。やがて与えられるでしょう。探すことです。
　　112:23	
　　112:27	やがて見つけ出せます。門をたたくことです。
　　112:30	やがてその門はあなたに向かって開かれるでしょう。」
　　112:34	この言葉は、
　　112:36	心の法則の明確さを示しています。
　　112:39	あなたの顕在意識からの問い掛けには、あなたの潜在意識が直接応答します。
　　112:46	潜在意識にあなたの考えを伝えるのに一番効果的な方法は、	★
　　112:51	映像として引き渡すことです。				★
　　112:53	具体的なものや形や状況など、映像を心に描くのです。
　　113:00	すると潜在意識は、そういった形や状況をあなたに与えようとします。
　　113:05	あなたの目の前に現れた現実があなたのイメージとまだ少し違っているとしたら、
　　113:11	もっと具体的に映像を送り続ければいいのです。
　　113:16	その時もし、あなたの望むイメージと違った場合、こんなものかとあなたが納得してしまうなら、
　　113:22	
　　113:22	潜在意識はそれ以上のものを作り出してくれません。ですから、
　　113:27	「これだ！」と本当に納得がいくものが現れるまであなたは求め続け
　　113:32	探し続けることが必要です。
　　113:34	必ず手に入れることができるのですから。


　　113:38	映像化のテクニック
　　113:40	私は講演をする前に必ず、心の中にある映像を映すことにしています。
　　113:47	それは会場いっぱいに人々が集まって、私の話を熱心に聞いている光景です。
　　113:54	そして会場の人々が、私の話の後、
　　113:58	喜びと幸せに満ち、自分の目的を見いだし、
　　114:02	希望に胸を膨らませ、よりよい人生を作り上げようと決意している状況を心に描きます。
　　114:09	これは私の考えを明確にする一番簡単明瞭な方法なのです。
　　114:14	想像だとか、心に描く映像というものは、あなたの要求や希望の実態に他なりません。
　　114:21	今まで、あなたの肉眼には写っていなかっただけのことです。
　　114:26	ところが、
　　114:28	そうやって心に映像を映し出した時点で、それは実在することになります。
　　114:33	なぜなら、一旦真剣に映像化したことは、必ず、
　　114:37	いつの日かあなたの目の前に実態となって現れるからです。
　　114:43	このような思考作用は、映像という形で、あなたの潜在意識に刻印され、
　　114:49	あなたの人生の中に経験として現れます。
　　114:52	それは、建築家が自分の望む完成よ遭遇を頭に描くようなものです。
　　114:59	その完成予想図に従って、実際の建物が作られて、頭に描いていたものと同じものが完成すといったように。
　　115:06	
　　115:08	ですから、
　　115:09	私は講演の前には、必ずこの映像下のテクニックを使うようにしているのです。



　　115:16	自分の映画を見る
　　115:19	アメリカの心理学者ウィリアムジェームズはこのように語っています。
　　115:23	「そうであるかのように振る舞えばそうなります」つまり、あなたが心から信じ願って
　　115:29	思い描いていたことは、
　　115:31	潜在意識の力で現実になるということです。
　　115:35	私が中西部に講演に行ったときのことです。
　　115:38	どういうわけか、直感的に私は、その地で助けを必要とする人のために奉仕したいと強く心に
　　115:45	感じたのです。
　　115:46	しかし、スケジュールが立て込んでいたため、その地に腰を落ち着けるまもなく、あちこちの地を
　　115:52	講演してまいりました。
　　115:54	それでも私の中西部で仕事をしたいという気持ちは治りませんでした。
　　116:00	そこで私は横になりリラックスした状態で、ある情景を想像しました。
　　116:06	それは、
　　116:07	大勢の聴衆の前で、
　　116:09	ここに来たことを大変うれしく思っています。
　　116:13	このチャンスが来ることをずっと願っていたのです。と語っている自分の姿でした。
　　116:19	まるで自分が出て部映画を見ているような感じで、客観的に想像していたのです。
　　116:24	私はこの心の映画が潜在意識に投影され、実現されることを感じました。
　　116:32	数日後、私は一通の電報を受け取りました。
　　116:36	それは中西部での仕事を依頼したいという内容のものでした。
　　116:40	その後数年間というもの、私は非常に楽しくその仕事をやることができました。
　　116:47	私がこの心のイメージテクニックについて、
　　116:50	ラジオ講座や講演会で話した後には、この方法を試したという人たちから実に多くの手紙
　　116:56	が届きました。その手紙の中で最も多かったのは、不動産の売買に効果的だという内容のものでした。
　　117:03	
　　117:04	この家を売りたいと思った時、自分の条件を全て受け入れる
　　117:09	買い手が見つかったり、また逆に、こんな家が欲しいと思った時、自分のイメージ通りの家が
　　117:15	理想の価格で手に入ったりするというのです。
　　117:18	客観的に、あなたが心の中で映画を作り上げれば、それは現実となってあなたの前に姿を	★
　　117:26	現してくれます。	★
　　117:27	是非試してみてください。



　　117:31	簡潔な文章を繰り返す
　　117:34	心理療法家としても有名なボードワンは、ブーソウ研究所の所長であり、
　　117:39	ニューナンシー宗教学校の教授でもあった人です。
　　117:42	彼は潜在意識に効果的にインプットする方法として、まず、
　　117:48	ココロもカラダもゆったりとリラックスさせ、眠りの一歩手前の状態にすること。
　　117:54	それから、潜在意識に送り込みたいと思うことを簡潔にまとめ、
　　117:59	短い文章にして、何度も何度も繰り返すことだと言っています。
　　118:04	[音楽]
　　118:07	ロサンゼルスに住むある女性の話ですが、彼女は夫を亡くしその遺産相続の件でずいぶん
　　118:13	もめたのだそうです。
　　118:15	夫の遺言では、「全財産を彼女に贈与する」とあったのですが、彼女の前夫との間にできた子供たちが、
　　118:22	その遺言を無効にしようと争ってきました。彼女は半分ノイローゼぎみで、本当に
　　118:29	うんざりしていたところ、このボードワン法を知り、早速試してみたそうです。
　　118:34	彼女はとにかく、
　　118:35	「このことはもうすぐを解決する」という短い言葉を何回も何十回も繰り返しました。
　　118:42	それを始めて11日目の朝、
　　118:45	彼女はふと、「ことはもう済んだ」と直感したそうです。
　　118:50	その日、弁護士から相手側が示談を申し上げたという知らせが届き、
　　118:55	訴訟は取り下げられました。



　　118:58	潜在意識が現れるとき
　　119:01	眠りに入る前のうとうととした状態は、
　　119:05	ココロもカラダも一番リラックスして精神的にはとても開放的になっています。
　　119:10	顕在意識が遠のき、代わりに潜在意識が表に現れてくるのです。
　　119:16	この時、本来のはあなたの力が出てきます。
　　119:20	ネガティブ、つまり消極的な意識も感情もそれがすべてを受け入れる
　　119:25	ポジティブな力が出ています。
　　119:27	催眠術にかかるのもこういった状態のときです。
　　119:31	すべてを受け入れられる潜在意識が表面に現れているため、
　　119:36	暗示通りにあなたは行動できるわけです。
　　119:39	もし、あなたが不安や恐怖にかられていて、それから解放されたいと願っているなら、
　　119:46	次のようにやってみてください。
　　119:48	リラックスして、
　　119:50	うとうとした状態になったとき、
　　119:52	「不安や恐怖に駆られることはない。すべては良いことのためにあるのだ」と
　　119:57	これを何度も何度も繰り返すのです。
　　120:00	表面に出てきた潜在意識はそれを受け入れます。
　　120:04	[音楽]



　　120:05	エネルギーが最大になるとき
　　120:09	常に感謝をする心を忘れてはいけません。
　　120:12	感謝する心というものは、宇宙自体の持つパワーに非常に近いものなのです。
　　120:18	宇宙のリズムと、波長が合っているのです。
　　120:21	なぜなら、それは作用反作用という宇宙の法則に基づいているからに他なりません。
　　120:29	感謝している時の心理状態はポジティブな気持ちの絶頂にあり、全てを吸収できる包容力
　　120:36	が心に備わっています。
　　120:38	「ありがとう」と心から思うとき、あなたは喜びと幸福に満ち溢れているはずです。
　　120:45	宇宙の法則に従い、すべてのエネルギーは善の方向に流れていきます。
　　120:50	さらにそのエネルギーは、最大になって無限の富と同化し、
　　120:54	流れ出します。あなたが、不信や不満や不安を抱くと、エネルギーの流れに歪みが生じ、
　　121:01	バランスを崩してしまいます。
　　121:03	その点、この感謝の気持ちというのは、よりいっそうの流れを強く確実にしますから、効果的なわけです。
　　121:10	
　　121:11	私の知人ブローク氏の話をしましょう。
　　121:15	彼は妻と３人の子供を抱えた上に失業中で、何とか食べていけるだけの生活状態という
　　121:21	有様でした。
　　121:22	しかし、
　　121:23	失業中ではあっても、何とか家族が平和で健康に暮らしているということは喜ばしい
　　121:29	ことなのだと、彼は感謝しました。
　　121:32	貧乏、病気、困難。そんな考えが心によぎると、すぐに打ち消し、
　　121:37	今感謝すべきことに対して、心から「ありがとうございます。」と
　　121:42	
　　121:43	唱えることにしていました。
　　121:45	彼は毎晩、その感謝の気持ちを神様に伝えていましたが、ふとそれは自分自身の潜在意識に
　　121:52	話しかけているのではないかと感じました。
　　121:55	しばらくして、
　　121:56	彼は道でばったりある人に出会いました。
　　122:00	それはもう20年もあったことのない昔の雇い主でした。
　　122:04	ブローグ氏の人格と働きぶりを知っていた元の雇い主は、彼に高い報酬と地位を提供して
　　122:11	くれたそうです。
　　122:13	ブローク氏は、その会社の副社長となった今も、感謝の気持ちを常に忘れずにいるということです。
　　122:19	


　　122:21	宇宙のエネルギーは全て良い方向へと流れています。
　　122:25	つまりそれは、
　　122:26	物事はポジティブな結果を生むようにできているということです。
　　122:31	したがって、あなたがポジティブな考え方を何度も繰り返し、潜在意識にインプットすれば、
　　122:37	当然その結果生まれてきますが、その度合いは、あなたがそれらの意味をどの程度理解しているかで、
　　122:44	大きく変わってきます。
　　122:47	例えば、１＋１はいくつか？と聞かれた少年が３と答えたします。
　　122:52	先生は当然それは２だと訂正します。この時少年は先生が２と言ったから、
　　122:58	「１＋１は２」と覚えるのか、それともお母さんにバナナを１本もらってお兄ちゃんからも
　　123:03	１本もらったから、今自分の手元には２本のバナナがあるといったように、
　　123:07	
